collection,resource,theme_en,theme_es,indicator,label_en,label_es,description_en,description_es,valuetype
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_all_causes_total,Deaths for all causes,Muertes por todas las causas,Deaths for all causes,Muertes por todas las causas,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_all_causes_per,Deaths for all causes (%),Muertes por todas las causas (%),Deaths for all causes (%),Muertes por todas las causas (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_all_causes_per100K,Deaths for all causes (per 100.000 people),Muertes por todas las causas (por cada 100.000 personas),Deaths for all causes (per 100.000 people),Muertes por todas las causas (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_cmnn_total,CMNN deaths,Muertes CMNN,"Communicable maternal, neonatal, and nutritional diseases (CMNN) deaths","Muertes por enfermedades maternas, neonatales y nutricionales transmisibles (NMNC)",number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_cmnn_per,CMNN deaths (%),Muertes CMNN (%),"Communicable maternal, neonatal, and nutritional diseases (CMNN) deaths (%)","Muertes por enfermedades transmisibles maternas, neonatales y nutricionales (NMCN) (%)",pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_cmnn_per100K,CMNN deaths (per 100.000 people),Muertes de CMNN (por 100.000 personas),"Communicable maternal, neonatal, and nutritional diseases (CMNN) deaths (per 100.000 people)","Muertes por enfermedades transmisibles maternas, neonatales y nutricionales (NMCN) (por cada 100.000 habitantes)",rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_other_infectiou_total,Other infectious diseases deaths,Muertes por otras enfermedades infecciosas,Other infectious diseases deaths,Muertes por otras enfermedades infecciosas,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_other_infectiou_per,Other infectious diseases deaths (%),Muertes por otras enfermedades infecciosas (%),Other infectious diseases deaths (%),Muertes por otras enfermedades infecciosas (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_other_infectiou_per100K,Other infectious diseases deaths (per 100.000 people),Muertes por otras enfermedades infecciosas (por cada 100.000 habitantes),Other infectious diseases deaths (per 100.000 people),Muertes por otras enfermedades infecciosas (por cada 100.000 habitantes),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_maternal_and_ne_total,Maternal and neonatal disorders deaths,Muertes por trastornos maternos y neonatales,Maternal and neonatal disorders deaths,Muertes por trastornos maternos y neonatales,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_maternal_and_ne_per,Maternal and neonatal disorders deaths (%),Muertes por trastornos maternos y neonatales (%),Maternal and neonatal disorders deaths (%),Muertes por trastornos maternos y neonatales (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_maternal_and_ne_per100K,Maternal and neonatal disorders deaths (per 100.000 people),Muertes por trastornos maternos y neonatales (por cada 100.000 personas),Maternal and neonatal disorders deaths (per 100.000 people),Muertes por trastornos maternos y neonatales (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_ncds_total,NCDs deaths,Muertes por ENT,Non-communicable diseases (NCDs) deaths,Muertes por enfermedades no transmisibles (ENT),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_ncds_per,NCDs deaths (%),Muertes por ENT (%),Non-communicable diseases (NCDs) deaths (%),Muertes por enfermedades no transmisibles (ENT) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_ncds_per100K,NCDs deaths (per 100.000 people),Muertes por ENT (por 100.000 personas),Non-communicable diseases (NCDs) deaths (per 100.000 people),Muertes por enfermedades no transmisibles (ENT) (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_neoplasms_total,Neoplasms deaths,Muertes por neoplasias,Neoplasms deaths,Muertes por neoplasias,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_neoplasms_per,Neoplasms deaths (%),Muertes por neoplasias (%),Neoplasms deaths (%),Muertes por neoplasias (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_neoplasms_per100K,Neoplasms deaths (per 100.000 people),Muertes por neoplasias (por 100.000 personas),Neoplasms deaths (per 100.000 people),Muertes por neoplasias (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_musculoskeletal_total,Musculoskeletal disorders deaths,Muertes por trastornos musculoesqueléticos,Musculoskeletal disorders deaths,Muertes por trastornos musculoesqueléticos,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_musculoskeletal_per,Musculoskeletal disorders deaths (%),Muertes por trastornos musculoesqueléticos (%),Musculoskeletal disorders deaths (%),Muertes por trastornos musculoesqueléticos (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_musculoskeletal_per100K,Musculoskeletal disorders deaths (per 100.000 people),Muertes por trastornos musculoesqueléticos (por cada 100.000 personas),Musculoskeletal disorders deaths (per 100.000 people),Muertes por trastornos musculoesqueléticos (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_other_noncommu_total,Other non-communicable diseases deaths,Muertes por otras enfermedades no transmisibles,Other non-communicable diseases deaths,Muertes por otras enfermedades no transmisibles,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_other_noncommu_per,Other non-communicable diseases deaths (%),Muertes por otras enfermedades no transmisibles (%),Other non-communicable diseases deaths (%),Muertes por otras enfermedades no transmisibles (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_other_noncommu_per100K,Other non-communicable diseases deaths (per 100.000 people),Muertes por otras enfermedades no transmisibles (por cada 100.000 habitantes),Other non-communicable diseases deaths (per 100.000 people),Muertes por otras enfermedades no transmisibles (por cada 100.000 habitantes),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_mental_disorder_total,Mental disorders deaths,Muertes por trastornos mentales,Mental disorders deaths,Muertes por trastornos mentales,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_mental_disorder_per,Mental disorders deaths (%),Muertes por trastornos mentales (%),Mental disorders deaths (%),Muertes por trastornos mentales (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_mental_disorder_per100K,Mental disorders deaths (per 100.000 people),Muertes por trastornos mentales (por 100.000 personas),Mental disorders deaths (per 100.000 people),Muertes por trastornos mentales (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_cardiovascular__total,Cardiovascular diseases deaths,Muertes por enfermedades cardiovasculares,Cardiovascular diseases deaths,Muertes por enfermedades cardiovasculares,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_cardiovascular__per,Cardiovascular diseases deaths (%),Muertes por enfermedades cardiovasculares (%),Cardiovascular diseases deaths (%),Muertes por enfermedades cardiovasculares (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_neurological_di_total,Neurological disorders deaths,Muertes por trastornos neurológicos,Neurological disorders deaths,Muertes por trastornos neurológicos,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_neurological_di_per,Neurological disorders deaths (%),Muertes por trastornos neurológicos (%),Neurological disorders deaths (%),Muertes por trastornos neurológicos (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_neurological_di_per100K,Neurological disorders deaths (per 100.000 people),Muertes por trastornos neurológicos (por 100.000 personas),Neurological disorders deaths (per 100.000 people),Muertes por trastornos neurológicos (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_selfharm_and_i_total,Self-harm and interpersonal violence deaths,Muertes por autolesiones y violencia interpersonal,Self-harm and interpersonal violence deaths,Muertes por autolesiones y violencia interpersonal,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_selfharm_and_i_per,Self-harm and interpersonal violence deaths (%),Muertes por autolesiones y violencia interpersonal (%),Self-harm and interpersonal violence deaths (%),Muertes por autolesiones y violencia interpersonal (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,death_selfharm_and_i_per100K,Self-harm and interpersonal violence deaths (per 100.000 people),Muertes por autolesiones y violencia interpersonal (por cada 100.000 personas),Self-harm and interpersonal violence deaths (per 100.000 people),Muertes por autolesiones y violencia interpersonal (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_all_causes_total,DALYs for all causes,AVAD por todas las causas,Disability-adjusted life year (DALYs) for all causes,Año de vida ajustado por discapacidad (AVAD) para todas las causas,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_all_causes_per,All causes DALYs (%),Todas las causas AVAD (%),All causes Disability-adjusted life year (DALYs) (%),Todas las causas Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_all_causes_per100K,All causes DALYs (per 100.000 people),AVAD por todas las causas (por cada 100.000 personas),All causes Disability-adjusted life year (DALYs) (per 100.000 people),Todas las causas Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_cmnn_total,CMNN DALYs,AVAD CMNN,"Communicable maternal, neonatal, and nutritional diseases (CMNN) Disability-adjusted life year (DALYs)","Enfermedades transmisibles maternas, neonatales y nutricionales (CMNN) Año de vida ajustado por discapacidad (AVAD)",number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_cmnn_per,CMNN DALYs (%),AVAD CMNN (%),"Communicable maternal, neonatal, and nutritional diseases (CMNN) Disability-adjusted life year (DALYs) (%)","Enfermedades transmisibles maternas, neonatales y nutricionales (CMNN) Año de vida ajustado por discapacidad (AVAD) (%)",pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_cmnn_per100K,CMNN DALYs (per 100.000 people),AVAD CMNN (por 100.000 personas),"Communicable maternal, neonatal, and nutritional diseases (CMNN) Disability-adjusted life year (DALYs) (per 100.000 people)","Enfermedades transmisibles maternas, neonatales y nutricionales (CMNN) Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas)",rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_ncds_total,NCDs DALYs,ENT AVAD,Non-communicable diseases (NCDs) Disability-adjusted life year (DALYs),Enfermedades no transmisibles (ENT) Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_ncds_per,NCDs DALYs (%),ENT AVAD (%),Non-communicable diseases (NCDs) Disability-adjusted life year (DALYs) (%),Enfermedades no transmisibles (ENT) Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_ncds_per100K,NCDs DALYs (per 100.000 people),ENT AVAD (por cada 100.000 personas),Non-communicable diseases (NCDs) Disability-adjusted life year (DALYs) (per 100.000 people),Enfermedades no transmisibles (ENT) Año de vida ajustado por discapacidad (AVAD) (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neoplasms_total,Neoplasms DALYs,Neoplasias AVAD,Neoplasms Disability-adjusted life year (DALYs),Neoplasias Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neoplasms_per,Neoplasms DALYs (%),Neoplasias AVAD (%),Neoplasms Disability-adjusted life year (DALYs) (%),Neoplasias Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neoplasms_per100K,Neoplasms DALYs (per 100.000 people),Neoplasias AVAD (por 100.000 personas),Neoplasms Disability-adjusted life year (DALYs) (per 100.000 people),Neoplasias Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_nutritional_def_total,Nutritional deficiencies DALYs,Deficiencias nutricionales AVAD,Nutritional deficiencies Disability-adjusted life year (DALYs),Deficiencias nutricionales Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_nutritional_def_per,Nutritional deficiencies DALYs (%),Deficiencias nutricionales AVAD (%),Nutritional deficiencies Disability-adjusted life year (DALYs) (%),Deficiencias nutricionales Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_nutritional_def_per100K,Nutritional deficiencies DALYs (per 100.000 people),Deficiencias nutricionales AVAD (por 100.000 personas),Nutritional deficiencies Disability-adjusted life year (DALYs) (per 100.000 people),Deficiencias nutricionales Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_digestive_disea_total,Digestive diseases DALYs,Enfermedades digestivas AVAD,Digestive diseases Disability-adjusted life year (DALYs),Enfermedades digestivas Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_digestive_disea_per,Digestive diseases DALYs (%),Enfermedades digestivas AVAD (%),Digestive diseases Disability-adjusted life year (DALYs) (%),Enfermedades digestivas Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_digestive_disea_per100K,Digestive diseases DALYs (per 100.000 people),Enfermedades digestivas AVAD (por 100.000 personas),Digestive diseases Disability-adjusted life year (DALYs) (per 100.000 people),Enfermedades digestivas Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_chronic_respira_total,Chronic respiratory diseases DALYs,Enfermedades respiratorias crónicas AVAD,Chronic respiratory diseases Disability-adjusted life year (DALYs),Enfermedades respiratorias crónicas Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_chronic_respira_per,Chronic respiratory diseases DALYs (%),Enfermedades respiratorias crónicas AVAD (%),Chronic respiratory diseases Disability-adjusted life year (DALYs) (%),Enfermedades respiratorias crónicas Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_chronic_respira_per100K,Chronic respiratory diseases DALYs (per 100.000 people),Enfermedades respiratorias crónicas AVAD (por 100.000 personas),Chronic respiratory diseases Disability-adjusted life year (DALYs) (per 100.000 people),Enfermedades respiratorias crónicas Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_musculoskeletal_total,Musculoskeletal disorders DALYs,Trastornos musculoesqueléticos AVAD,Musculoskeletal disorders Disability-adjusted life year (DALYs),Trastornos musculoesqueléticos Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_musculoskeletal_per,Musculoskeletal disorders DALYs (%),Trastornos musculoesqueléticos AVAD (%),Musculoskeletal disorders Disability-adjusted life year (DALYs) (%),Trastornos musculoesqueléticos Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_musculoskeletal_per100K,Musculoskeletal disorders DALYs (per 100.000 people),Trastornos musculoesqueléticos AVAD (por cada 100.000 personas),Musculoskeletal disorders Disability-adjusted life year (DALYs) (per 100.000 people),Trastornos musculoesqueléticos Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_other_noncommu_total,Other non-communicable diseases DALYs,Otras enfermedades no transmisibles AVAD,Other non-communicable diseases Disability-adjusted life year (DALYs),Otras enfermedades no transmisibles Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_other_noncommu_per,Other non-communicable diseases DALYs (%),Otras enfermedades no transmisibles AVAD (%),Other non-communicable diseases Disability-adjusted life year (DALYs) (%),Otras enfermedades no transmisibles Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_other_noncommu_per100K,Other non-communicable diseases DALYs (per 100.000 people),AVAD de otras enfermedades no transmisibles (por cada 100.000 habitantes),Other non-communicable diseases Disability-adjusted life year (DALYs) (per 100.000 people),Otras enfermedades no transmisibles Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_cardiovascular__total,Cardiovascular diseases DALYs,Enfermedades cardiovasculares AVAD,Cardiovascular diseases Disability-adjusted life year (DALYs),Enfermedades cardiovasculares Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_cardiovascular__per,Cardiovascular diseases DALYs (%),Enfermedades cardiovasculares AVAD (%),Cardiovascular diseases Disability-adjusted life year (DALYs) (%),Enfermedades cardiovasculares Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_selfharm_and_i_total,Self-harm and interpersonal violence DALYs,Autolesiones y violencia interpersonal AVAD,Self-harm and interpersonal violence Disability-adjusted life year (DALYs),Autolesiones y violencia interpersonal Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_selfharm_and_i_per,Self-harm and interpersonal violence DALYs (%),Autolesiones y violencia interpersonal AVAD (%),Self-harm and interpersonal violence Disability-adjusted life year (DALYs) (%),Autolesiones y violencia interpersonal Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_selfharm_and_i_per100K,Self-harm and interpersonal violence DALYs (per 100.000 people),Autolesiones y violencia interpersonal AVAD (por cada 100.000 personas),Self-harm and interpersonal violence Disability-adjusted life year (DALYs) (per 100.000 people),Autolesiones y violencia interpersonal Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_unintentional_i_total,Unintentional injuries DALYs,Lesiones no intencionales AVAD,Unintentional injuries Disability-adjusted life year (DALYs),Lesiones no intencionales Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_unintentional_i_per,Unintentional injuries DALYs (%),Lesiones no intencionales AVAD (%),Unintentional injuries Disability-adjusted life year (DALYs) (%),Lesiones no intencionales Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_unintentional_i_per100K,Unintentional injuries DALYs (per 100.000 people),Lesiones no intencionales AVAD (por cada 100.000 personas),Unintentional injuries Disability-adjusted life year (DALYs) (per 100.000 people),Lesiones no intencionales Año de vida ajustado por discapacidad (AVAD) (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_substance_use_d_total,Substance use disorders DALYs,Trastornos por uso de sustancias AVAD,Substance use disorders Disability-adjusted life year (DALYs),Trastornos por consumo de sustancias Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_substance_use_d_per,Substance use disorders DALYs (%),Trastornos por uso de sustancias AVAD (%),Substance use disorders Disability-adjusted life year (DALYs) (%),Trastornos por consumo de sustancias Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_substance_use_d_per100K,Substance use disorders DALYs (per 100.000 people),Trastornos por uso de sustancias AVAD (por cada 100.000 personas),Substance use disorders Disability-adjusted life year (DALYs) (per 100.000 people),Trastornos por consumo de sustancias Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_diabetes_and_ki_total,Diabetes and kidney diseases DALYs,Diabetes y enfermedades renales AVAD,Diabetes and kidney diseases Disability-adjusted life year (DALYs),Diabetes y enfermedades renales Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_diabetes_and_ki_per,Diabetes and kidney diseases DALYs (%),Diabetes y enfermedades renales AVAD (%),Diabetes and kidney diseases Disability-adjusted life year (DALYs) (%),Diabetes y enfermedades renales Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_diabetes_and_ki_per100K,Diabetes and kidney diseases DALYs (per 100.000 people),Diabetes y enfermedades renales AVAD (por 100.000 personas),Diabetes and kidney diseases Disability-adjusted life year (DALYs) (per 100.000 people),Diabetes y enfermedades renales Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neglected_tropi_total,Neglected tropical diseases and malaria DALYs,Enfermedades tropicales desatendidas y paludismo AVAD,Neglected tropical diseases and malaria Disability-adjusted life year (DALYs),Enfermedades tropicales desatendidas y paludismo Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neglected_tropi_per,Neglected tropical diseases and malaria DALYs (%),Enfermedades tropicales desatendidas y paludismo AVAD (%),Neglected tropical diseases and malaria Disability-adjusted life year (DALYs) (%),Enfermedades tropicales desatendidas y paludismo Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neglected_tropi_per100K,Neglected tropical diseases and malaria DALYs (per 100.000 people),Enfermedades tropicales desatendidas y paludismo AVAD (por cada 100.000 habitantes),Neglected tropical diseases and malaria Disability-adjusted life year (DALYs) (per 100.000 people),Enfermedades tropicales desatendidas y paludismo Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_hiv/aids_and_se_total,HIV/AIDS and sexually transmitted infections DALYs,VIH / SIDA e infecciones de transmisión sexual AVAD,HIV/AIDS and sexually transmitted infections Disability-adjusted life year (DALYs),VIH / SIDA e infecciones de transmisión sexual Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_hiv/aids_and_se_per,HIV/AIDS and sexually transmitted infections DALYs (%),VIH / SIDA e infecciones de transmisión sexual AVAD (%),HIV/AIDS and sexually transmitted infections Disability-adjusted life year (DALYs) (%),VIH / SIDA e infecciones de transmisión sexual Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_hiv/aids_and_se_per100K,HIV/AIDS and sexually transmitted infections DALYs (per 100.000 people),VIH / SIDA e infecciones de transmisión sexual AVAD (por cada 100.000 personas),HIV/AIDS and sexually transmitted infections Disability-adjusted life year (DALYs) (per 100.000 people),VIH / SIDA e infecciones de transmisión sexual Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_respiratory_inf_total,Respiratory infections and tuberculosis DALYs,Infecciones respiratorias y tuberculosis AVAD,Respiratory infections and tuberculosis Disability-adjusted life year (DALYs),Infecciones respiratorias y tuberculosis Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_respiratory_inf_per,Respiratory infections and tuberculosis DALYs (%),Infecciones respiratorias y tuberculosis AVAD (%),Respiratory infections and tuberculosis Disability-adjusted life year (DALYs) (%),Infecciones respiratorias y tuberculosis Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_respiratory_inf_per100K,Respiratory infections and tuberculosis DALYs (per 100.000 people),Infecciones respiratorias y tuberculosis AVAD (por 100.000 personas),Respiratory infections and tuberculosis Disability-adjusted life year (DALYs) (per 100.000 people),Infecciones respiratorias y tuberculosis Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_enteric_infecti_total,Enteric infections DALYs,Infecciones entéricas AVAD,Enteric infections Disability-adjusted life year (DALYs),Infecciones entéricas Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_enteric_infecti_per,Enteric infections DALYs (%),Infecciones entéricas AVAD (%),Enteric infections Disability-adjusted life year (DALYs) (%),Infecciones entéricas Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_enteric_infecti_per100K,Enteric infections DALYs (per 100.000 people),Infecciones entéricas AVAD (por 100.000 personas),Enteric infections Disability-adjusted life year (DALYs) (per 100.000 people),Infecciones entéricas Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_other_infectiou_total,Other infectious diseases DALYs,Otras enfermedades infecciosas AVAD,Other infectious diseases Disability-adjusted life year (DALYs),Otras enfermedades infecciosas Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_other_infectiou_per,Other infectious diseases DALYs (%),Otras enfermedades infecciosas AVAD (%),Other infectious diseases Disability-adjusted life year (DALYs) (%),Otras enfermedades infecciosas Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_other_infectiou_per100K,Other infectious diseases DALYs (per 100.000 people),Otras enfermedades infecciosas AVAD (por 100.000 personas),Other infectious diseases Disability-adjusted life year (DALYs) (per 100.000 people),Otras enfermedades infecciosas Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_maternal_and_ne_total,Maternal and neonatal disorders DALYs,Trastornos maternos y neonatales AVAD,Maternal and neonatal disorders Disability-adjusted life year (DALYs),Trastornos maternos y neonatales Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_maternal_and_ne_per,Maternal and neonatal disorders DALYs (%),Trastornos maternos y neonatales AVAD (%),Maternal and neonatal disorders Disability-adjusted life year (DALYs) (%),Trastornos maternos y neonatales Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_maternal_and_ne_per100K,Maternal and neonatal disorders DALYs (per 100.000 people),Trastornos maternos y neonatales AVAD (por cada 100.000 personas),Maternal and neonatal disorders Disability-adjusted life year (DALYs) (per 100.000 people),Trastornos maternos y neonatales Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_skin_and_subcut_per,Skin and subcutaneous diseases DALYs (%),Enfermedades cutáneas y subcutáneas AVAD (%),Skin and subcutaneous diseases Disability-adjusted life year (DALYs) (%),Enfermedades cutáneas y subcutáneas Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_skin_and_subcut_per100K,Skin and subcutaneous diseases DALYs (per 100.000 people),Enfermedades cutáneas y subcutáneas AVAD (por 100.000 personas),Skin and subcutaneous diseases Disability-adjusted life year (DALYs) (per 100.000 people),Enfermedades cutáneas y subcutáneas Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_mental_disorder_total,Mental disorders DALYs,Trastornos mentales AVAD,Mental disorders Disability-adjusted life year (DALYs),Trastornos mentales Año de vida ajustado por discapacidad (AVAD),number
